year,month,area,uf,className,numPol
2015/2016,8,8.82,AC,CORTE_SELETIVO,3
2015/2016,8,9.71,AC,CS_DESORDENADO,1
2015/2016,8,4.11,AC,DEGRADACAO,18
2015/2016,8,25.12,AC,DESMATAMENTO_CR,261
2015/2016,8,1.81,AC,DESMATAMENTO_VEG,16
2015/2016,8,418.38,AM,CORTE_SELETIVO,51
2015/2016,8,24.85,AM,DEGRADACAO,67
2015/2016,8,73.61,AM,DESMATAMENTO_CR,488
2015/2016,8,3.28,AM,DESMATAMENTO_VEG,32
2015/2016,8,1.96,AM,MINERACAO,15
2015/2016,8,0.08,MA,CORTE_SELETIVO,1
2015/2016,8,7.55,MA,DEGRADACAO,12
2015/2016,8,5.34,MA,DESMATAMENTO_CR,29
2015/2016,8,0.59,MA,DESMATAMENTO_VEG,6
2015/2016,8,0.41,MT,CICATRIZ_DE_QUEIMADA,1
2015/2016,8,1555.66,MT,CORTE_SELETIVO,288
2015/2016,8,2765.14,MT,DEGRADACAO,964
2015/2016,8,133.48,MT,DESMATAMENTO_CR,574
2015/2016,8,7.73,MT,DESMATAMENTO_VEG,15
2015/2016,8,0.2,MT,MINERACAO,2
2015/2016,8,646.19,PA,CORTE_SELETIVO,142
2015/2016,8,300.08,PA,DEGRADACAO,412
2015/2016,8,206.37,PA,DESMATAMENTO_CR,1079
2015/2016,8,23.31,PA,DESMATAMENTO_VEG,127
2015/2016,8,11.86,PA,MINERACAO,101
2015/2016,8,220.82,RO,CORTE_SELETIVO,72
2015/2016,8,65.9,RO,DEGRADACAO,170
2015/2016,8,82.91,RO,DESMATAMENTO_CR,582
2015/2016,8,1.2,RO,DESMATAMENTO_VEG,10
2015/2016,8,0.11,RO,MINERACAO,1
2015/2016,8,20.66,RR,CORTE_SELETIVO,5
2015/2016,8,35.57,RR,DEGRADACAO,64
2015/2016,8,7.09,RR,DESMATAMENTO_CR,52
2015/2016,8,3.04,RR,DESMATAMENTO_VEG,20
2015/2016,8,5.15,TO,DEGRADACAO,3
2015/2016,8,2.62,TO,DESMATAMENTO_CR,12
2015/2016,8,0.41,TO,DESMATAMENTO_VEG,1
2015/2016,9,7.18,AC,CORTE_SELETIVO,4
2015/2016,9,13.24,AC,DEGRADACAO,45
2015/2016,9,22.31,AC,DESMATAMENTO_CR,227
2015/2016,9,0.07,AC,DESMATAMENTO_VEG,1
2015/2016,9,38.81,AM,CORTE_SELETIVO,35
2015/2016,9,31.35,AM,DEGRADACAO,109
2015/2016,9,64.87,AM,DESMATAMENTO_CR,441
2015/2016,9,0.82,AM,DESMATAMENTO_VEG,6
2015/2016,9,0.11,AM,MINERACAO,1
2015/2016,9,0.33,MA,CORTE_SELETIVO,2
2015/2016,9,39.86,MA,DEGRADACAO,34
2015/2016,9,3.84,MA,DESMATAMENTO_CR,22
2015/2016,9,888.09,MT,CORTE_SELETIVO,335
2015/2016,9,1813.83,MT,DEGRADACAO,1779
2015/2016,9,134.72,MT,DESMATAMENTO_CR,662
2015/2016,9,0.15,MT,DESMATAMENTO_VEG,1
2015/2016,9,0.27,MT,MINERACAO,3
2015/2016,9,0.11,PA,CICATRIZ_DE_QUEIMADA,1
2015/2016,9,90.97,PA,CORTE_SELETIVO,25
2015/2016,9,540.9,PA,DEGRADACAO,1227
2015/2016,9,167.63,PA,DESMATAMENTO_CR,970
2015/2016,9,1.68,PA,DESMATAMENTO_VEG,12
2015/2016,9,2.82,PA,MINERACAO,32
2015/2016,9,37.52,RO,CORTE_SELETIVO,37
2015/2016,9,87.72,RO,DEGRADACAO,181
2015/2016,9,77.39,RO,DESMATAMENTO_CR,499
2015/2016,9,2.02,RO,DESMATAMENTO_VEG,8
2015/2016,9,4.79,RR,CORTE_SELETIVO,2
2015/2016,9,159.85,RR,DEGRADACAO,186
2015/2016,9,12.07,RR,DESMATAMENTO_CR,99
2015/2016,9,2.44,RR,DESMATAMENTO_VEG,20
2015/2016,9,9.36,TO,CORTE_SELETIVO,1
2015/2016,9,141.29,TO,DEGRADACAO,7
2015/2016,9,3.98,TO,DESMATAMENTO_CR,10
2015/2016,10,4.38,AC,CORTE_SELETIVO,4
2015/2016,10,2.9,AC,DEGRADACAO,29
2015/2016,10,21.22,AC,DESMATAMENTO_CR,192
2015/2016,10,0.94,AC,DESMATAMENTO_VEG,9
2015/2016,10,154.28,AM,CORTE_SELETIVO,58
2015/2016,10,92.72,AM,DEGRADACAO,160
2015/2016,10,58.9,AM,DESMATAMENTO_CR,298
2015/2016,10,1.15,AM,DESMATAMENTO_VEG,6
2015/2016,10,47.3,MA,DEGRADACAO,72
2015/2016,10,1.75,MA,DESMATAMENTO_CR,8
2015/2016,10,429.51,MT,CORTE_SELETIVO,243
2015/2016,10,993.33,MT,DEGRADACAO,1265
2015/2016,10,141.85,MT,DESMATAMENTO_CR,641
2015/2016,10,0.44,MT,DESMATAMENTO_VEG,5
2015/2016,10,0.16,PA,CICATRIZ_DE_QUEIMADA,2
2015/2016,10,160.61,PA,CORTE_SELETIVO,76
2015/2016,10,426.04,PA,DEGRADACAO,920
2015/2016,10,144.36,PA,DESMATAMENTO_CR,833
2015/2016,10,0.55,PA,DESMATAMENTO_VEG,5
2015/2016,10,0.29,PA,MINERACAO,4
2015/2016,10,85.52,RO,CORTE_SELETIVO,74
2015/2016,10,221.67,RO,DEGRADACAO,353
2015/2016,10,155.65,RO,DESMATAMENTO_CR,820
2015/2016,10,1.1,RO,DESMATAMENTO_VEG,9
2015/2016,10,12.92,RR,CORTE_SELETIVO,22
2015/2016,10,27.27,RR,DEGRADACAO,53
2015/2016,10,7.84,RR,DESMATAMENTO_CR,54
2015/2016,10,0.31,RR,DESMATAMENTO_VEG,2
2015/2016,11,3.85,AC,CORTE_SELETIVO,2
2015/2016,11,1.96,AC,DEGRADACAO,11
2015/2016,11,11.52,AC,DESMATAMENTO_CR,108
2015/2016,11,1.96,AC,DESMATAMENTO_VEG,20
2015/2016,11,13.98,AM,CORTE_SELETIVO,5
2015/2016,11,21.69,AM,DEGRADACAO,63
2015/2016,11,40.73,AM,DESMATAMENTO_CR,185
2015/2016,11,0.46,AM,DESMATAMENTO_VEG,4
2015/2016,11,71.35,MA,DEGRADACAO,154
2015/2016,11,10.97,MA,DESMATAMENTO_CR,33
2015/2016,11,1.49,MA,DESMATAMENTO_VEG,5
2015/2016,11,0.07,MT,CICATRIZ_DE_QUEIMADA,1
2015/2016,11,37.56,MT,CORTE_SELETIVO,31
2015/2016,11,311.89,MT,DEGRADACAO,394
2015/2016,11,67.12,MT,DESMATAMENTO_CR,233
2015/2016,11,3.4,MT,DESMATAMENTO_VEG,13
2015/2016,11,72.75,PA,CORTE_SELETIVO,21
2015/2016,11,314.29,PA,DEGRADACAO,451
2015/2016,11,75.68,PA,DESMATAMENTO_CR,433
2015/2016,11,1.08,PA,DESMATAMENTO_VEG,5
2015/2016,11,0.35,PA,MINERACAO,5
2015/2016,11,52.15,RO,CORTE_SELETIVO,25
2015/2016,11,102.43,RO,DEGRADACAO,182
2015/2016,11,77.66,RO,DESMATAMENTO_CR,484
2015/2016,11,1.61,RO,DESMATAMENTO_VEG,13
2015/2016,11,5.46,RR,CORTE_SELETIVO,8
2015/2016,11,8.89,RR,DEGRADACAO,25
2015/2016,11,8.66,RR,DESMATAMENTO_CR,66
2015/2016,11,0.08,RR,DESMATAMENTO_VEG,1
2015/2016,12,0.9,AC,DEGRADACAO,7
2015/2016,12,6.12,AC,DESMATAMENTO_CR,59
2015/2016,12,2.01,AC,DESMATAMENTO_VEG,21
2015/2016,12,13.22,AM,DEGRADACAO,44
2015/2016,12,18.83,AM,DESMATAMENTO_CR,83
2015/2016,12,24.1,MA,DEGRADACAO,70
2015/2016,12,1.34,MA,DESMATAMENTO_CR,4
2015/2016,12,12.52,MT,CORTE_SELETIVO,24
2015/2016,12,240.86,MT,DEGRADACAO,409
2015/2016,12,72.99,MT,DESMATAMENTO_CR,219
2015/2016,12,14.68,MT,DESMATAMENTO_VEG,9
2015/2016,12,10.65,PA,CORTE_SELETIVO,11
2015/2016,12,599.79,PA,DEGRADACAO,543
2015/2016,12,133.25,PA,DESMATAMENTO_CR,647
2015/2016,12,2.67,PA,DESMATAMENTO_VEG,9
2015/2016,12,1.97,RO,DEGRADACAO,10
2015/2016,12,13.09,RO,DESMATAMENTO_CR,80
2015/2016,12,0.15,RO,DESMATAMENTO_VEG,1
2015/2016,12,0.39,RR,CORTE_SELETIVO,3
2015/2016,12,0.5,RR,DEGRADACAO,3
2015/2016,12,1.16,RR,DESMATAMENTO_CR,5
2015/2016,1,12.77,AC,DEGRADACAO,17
2015/2016,1,6.79,AC,DESMATAMENTO_CR,53
2015/2016,1,5.03,AC,DESMATAMENTO_VEG,51
2015/2016,1,0.11,AM,CICATRIZ_DE_QUEIMADA,1
2015/2016,1,0.67,AM,CS_GEOMETRICO,1
2015/2016,1,38.44,AM,DEGRADACAO,66
2015/2016,1,22.05,AM,DESMATAMENTO_CR,136
2015/2016,1,1.75,AM,DESMATAMENTO_VEG,18
2015/2016,1,0.22,AP,DEGRADACAO,2
2015/2016,1,14.39,MA,CICATRIZ_DE_QUEIMADA,21
2015/2016,1,38.1,MA,DEGRADACAO,26
2015/2016,1,1.32,MA,DESMATAMENTO_CR,6
2015/2016,1,3.06,MT,DEGRADACAO,14
2015/2016,1,9.53,MT,DESMATAMENTO_CR,40
2015/2016,1,0.18,MT,DESMATAMENTO_VEG,2
2015/2016,1,1527.48,PA,CICATRIZ_DE_QUEIMADA,155
2015/2016,1,352.22,PA,DEGRADACAO,514
2015/2016,1,95.27,PA,DESMATAMENTO_CR,644
2015/2016,1,1.01,RO,CICATRIZ_DE_QUEIMADA,1
2015/2016,1,0.16,RO,CS_GEOMETRICO,2
2015/2016,1,15.08,RO,DEGRADACAO,88
2015/2016,1,71.51,RO,DESMATAMENTO_CR,516
2015/2016,1,3.04,RO,DESMATAMENTO_VEG,22
2015/2016,1,9.12,RR,DEGRADACAO,28
2015/2016,1,10.82,RR,DESMATAMENTO_CR,77
2015/2016,1,0.12,RR,DESMATAMENTO_VEG,1
2015/2016,1,0.27,TO,DEGRADACAO,3
2015/2016,1,1.39,TO,DESMATAMENTO_CR,7
2015/2016,2,0.2,AC,DESMATAMENTO_CR,2
2015/2016,2,0.47,AC,DESMATAMENTO_VEG,5
2015/2016,2,0.08,AM,CS_GEOMETRICO,1
2015/2016,2,4.37,AM,DEGRADACAO,11
2015/2016,2,14.84,AM,DESMATAMENTO_CR,62
2015/2016,2,0.82,AM,DESMATAMENTO_VEG,5
2015/2016,2,18.51,MA,CICATRIZ_DE_QUEIMADA,34
2015/2016,2,4.77,MA,DEGRADACAO,8
2015/2016,2,4.21,MA,DESMATAMENTO_CR,12
2015/2016,2,94.02,MT,CICATRIZ_DE_QUEIMADA,86
2015/2016,2,5.24,MT,CS_GEOMETRICO,7
2015/2016,2,111.56,MT,DEGRADACAO,183
2015/2016,2,46.57,MT,DESMATAMENTO_CR,208
2015/2016,2,18.74,MT,DESMATAMENTO_VEG,16
2015/2016,2,3.27,PA,CICATRIZ_DE_QUEIMADA,2
2015/2016,2,47.13,PA,DEGRADACAO,57
2015/2016,2,7.66,PA,DESMATAMENTO_CR,41
2015/2016,2,5.49,PA,DESMATAMENTO_VEG,7
2015/2016,2,7.2,RO,DEGRADACAO,39
2015/2016,2,11,RO,DESMATAMENTO_CR,68
2015/2016,2,1.63,RO,DESMATAMENTO_VEG,7
2015/2016,2,9.18,TO,CICATRIZ_DE_QUEIMADA,3
2015/2016,2,107.58,TO,DEGRADACAO,33
2015/2016,2,3.35,TO,DESMATAMENTO_CR,16
2015/2016,3,0.12,AC,DEGRADACAO,1
2015/2016,3,0.12,AC,DESMATAMENTO_CR,1
2015/2016,3,31.29,AM,CICATRIZ_DE_QUEIMADA,24
2015/2016,3,2.01,AM,CS_DESORDENADO,1
2015/2016,3,91.07,AM,DEGRADACAO,125
2015/2016,3,26.69,AM,DESMATAMENTO_CR,147
2015/2016,3,0.46,AM,DESMATAMENTO_VEG,5
2015/2016,3,0.38,MA,DESMATAMENTO_CR,1
2015/2016,3,15.45,MT,CICATRIZ_DE_QUEIMADA,14
2015/2016,3,4.99,MT,CS_GEOMETRICO,3
2015/2016,3,119.39,MT,DEGRADACAO,182
2015/2016,3,114.6,MT,DESMATAMENTO_CR,422
2015/2016,3,13.25,MT,DESMATAMENTO_VEG,23
2015/2016,3,0.07,MT,MINERACAO,1
2015/2016,3,18.45,PA,DEGRADACAO,39
2015/2016,3,10.31,PA,DESMATAMENTO_CR,43
2015/2016,3,4.13,PA,DESMATAMENTO_VEG,8
2015/2016,3,1.81,PA,MINERACAO,16
2015/2016,3,0.07,RO,CICATRIZ_DE_QUEIMADA,1
2015/2016,3,60.44,RO,DEGRADACAO,111
2015/2016,3,43.84,RO,DESMATAMENTO_CR,239
2015/2016,3,1.95,RO,DESMATAMENTO_VEG,14
2015/2016,3,226.96,RR,CICATRIZ_DE_QUEIMADA,140
2015/2016,3,899.89,RR,DEGRADACAO,426
2015/2016,3,80.83,RR,DESMATAMENTO_CR,353
2015/2016,3,2.61,TO,DEGRADACAO,7
2015/2016,3,1.61,TO,DESMATAMENTO_CR,9
2015/2016,4,1.21,AC,DESMATAMENTO_CR,6
2015/2016,4,0.25,AC,DESMATAMENTO_VEG,3
2015/2016,4,0.94,AM,DEGRADACAO,6
2015/2016,4,59.54,AM,DESMATAMENTO_CR,131
2015/2016,4,1.57,AM,DESMATAMENTO_VEG,6
2015/2016,4,3.08,MA,CICATRIZ_DE_QUEIMADA,7
2015/2016,4,20.07,MA,DEGRADACAO,26
2015/2016,4,14.51,MA,DESMATAMENTO_CR,35
2015/2016,4,1.13,MT,CICATRIZ_DE_QUEIMADA,3
2015/2016,4,5.12,MT,CS_DESORDENADO,2
2015/2016,4,13.31,MT,CS_GEOMETRICO,6
2015/2016,4,52.21,MT,DEGRADACAO,79
2015/2016,4,116.07,MT,DESMATAMENTO_CR,344
2015/2016,4,13.63,MT,DESMATAMENTO_VEG,19
2015/2016,4,10.65,PA,CS_GEOMETRICO,1
2015/2016,4,58.2,PA,DEGRADACAO,61
2015/2016,4,90.44,PA,DESMATAMENTO_CR,154
2015/2016,4,35.38,PA,DESMATAMENTO_VEG,28
2015/2016,4,7.37,PA,MINERACAO,60
2015/2016,4,3.27,RO,CS_DESORDENADO,2
2015/2016,4,2.2,RO,CS_GEOMETRICO,1
2015/2016,4,11.03,RO,DEGRADACAO,30
2015/2016,4,66.95,RO,DESMATAMENTO_CR,279
2015/2016,4,5.72,RO,DESMATAMENTO_VEG,27
2015/2016,4,75.94,RR,DEGRADACAO,111
2015/2016,4,20.04,RR,DESMATAMENTO_CR,49
2015/2016,4,0.97,TO,DEGRADACAO,1
2015/2016,4,7.02,TO,DESMATAMENTO_CR,23
2015/2016,4,0.22,TO,DESMATAMENTO_VEG,2
2015/2016,5,0.36,AC,DEGRADACAO,4
2015/2016,5,0.34,AC,DESMATAMENTO_CR,3
2015/2016,5,0.57,AC,DESMATAMENTO_VEG,7
2015/2016,5,3.89,AM,CICATRIZ_DE_QUEIMADA,3
2015/2016,5,1.18,AM,CS_DESORDENADO,1
2015/2016,5,13.41,AM,DEGRADACAO,39
2015/2016,5,82.49,AM,DESMATAMENTO_CR,241
2015/2016,5,1.93,AM,DESMATAMENTO_VEG,15
2015/2016,5,0.57,MA,DEGRADACAO,1
2015/2016,5,6.75,MA,DESMATAMENTO_CR,17
2015/2016,5,0.87,MT,CICATRIZ_DE_QUEIMADA,1
2015/2016,5,2.65,MT,CS_DESORDENADO,1
2015/2016,5,11.79,MT,CS_GEOMETRICO,4
2015/2016,5,52.77,MT,DEGRADACAO,63
2015/2016,5,83.88,MT,DESMATAMENTO_CR,246
2015/2016,5,11.44,MT,DESMATAMENTO_VEG,20
2015/2016,5,0.4,MT,MINERACAO,2
2015/2016,5,50.19,PA,CICATRIZ_DE_QUEIMADA,32
2015/2016,5,1.23,PA,CS_DESORDENADO,1
2015/2016,5,1435.19,PA,DEGRADACAO,676
2015/2016,5,98.36,PA,DESMATAMENTO_CR,339
2015/2016,5,28.02,PA,DESMATAMENTO_VEG,83
2015/2016,5,3.61,PA,MINERACAO,31
2015/2016,5,0.24,RO,CS_GEOMETRICO,1
2015/2016,5,14.25,RO,DEGRADACAO,42
2015/2016,5,82.06,RO,DESMATAMENTO_CR,405
2015/2016,5,3.94,RO,DESMATAMENTO_VEG,23
2015/2016,5,0.1,RO,MINERACAO,1
2015/2016,5,0.62,RR,DEGRADACAO,1
2015/2016,5,0.95,RR,DESMATAMENTO_CR,1
2015/2016,5,0.24,TO,CICATRIZ_DE_QUEIMADA,1
2015/2016,5,0.73,TO,DEGRADACAO,3
2015/2016,5,3.26,TO,DESMATAMENTO_CR,8
2015/2016,6,2.13,AC,DEGRADACAO,11
2015/2016,6,8.25,AC,DESMATAMENTO_CR,52
2015/2016,6,0.33,AC,DESMATAMENTO_VEG,3
2015/2016,6,9.86,AM,CICATRIZ_DE_QUEIMADA,9
2015/2016,6,6.23,AM,CS_DESORDENADO,2
2015/2016,6,185.21,AM,DEGRADACAO,198
2015/2016,6,228.56,AM,DESMATAMENTO_CR,667
2015/2016,6,4.84,AM,DESMATAMENTO_VEG,34
2015/2016,6,0.16,AM,MINERACAO,2
2015/2016,6,0.23,MA,DEGRADACAO,2
2015/2016,6,1.04,MA,DESMATAMENTO_CR,3
2015/2016,6,5.58,MT,CICATRIZ_DE_QUEIMADA,3
2015/2016,6,30.02,MT,CS_DESORDENADO,9
2015/2016,6,63.65,MT,CS_GEOMETRICO,26
2015/2016,6,89.78,MT,DEGRADACAO,134
2015/2016,6,166.91,MT,DESMATAMENTO_CR,502
2015/2016,6,5.4,MT,DESMATAMENTO_VEG,28
2015/2016,6,0.96,MT,MINERACAO,8
2015/2016,6,133.89,PA,CICATRIZ_DE_QUEIMADA,87
2015/2016,6,1.82,PA,CS_DESORDENADO,1
2015/2016,6,39.76,PA,CS_GEOMETRICO,7
2015/2016,6,5103.76,PA,DEGRADACAO,1102
2015/2016,6,240.09,PA,DESMATAMENTO_CR,750
2015/2016,6,132.51,PA,DESMATAMENTO_VEG,356
2015/2016,6,10.87,PA,MINERACAO,92
2015/2016,6,0.4,RO,CICATRIZ_DE_QUEIMADA,1
2015/2016,6,1.7,RO,CS_GEOMETRICO,1
2015/2016,6,19.56,RO,DEGRADACAO,91
2015/2016,6,126.16,RO,DESMATAMENTO_CR,587
2015/2016,6,4.79,RO,DESMATAMENTO_VEG,27
2015/2016,6,0.15,RO,MINERACAO,2
2015/2016,6,27.97,RR,CICATRIZ_DE_QUEIMADA,28
2015/2016,6,2.71,RR,CS_DESORDENADO,1
2015/2016,6,117.12,RR,DEGRADACAO,72
2015/2016,6,4.21,RR,DESMATAMENTO_CR,29
2015/2016,6,0.12,RR,DESMATAMENTO_VEG,1
2015/2016,6,0.15,TO,CICATRIZ_DE_QUEIMADA,1
2015/2016,6,10.51,TO,DEGRADACAO,9
2015/2016,6,5.71,TO,DESMATAMENTO_CR,21
2015/2016,6,10.07,TO,DESMATAMENTO_VEG,1
2015/2016,7,20.65,AC,CS_DESORDENADO,5
2015/2016,7,2.01,AC,DEGRADACAO,13
2015/2016,7,27.12,AC,DESMATAMENTO_CR,223
2015/2016,7,3.13,AM,CICATRIZ_DE_QUEIMADA,4
2015/2016,7,39.66,AM,CS_DESORDENADO,9
2015/2016,7,12.05,AM,CS_GEOMETRICO,3
2015/2016,7,39.3,AM,DEGRADACAO,95
2015/2016,7,216.33,AM,DESMATAMENTO_CR,748
2015/2016,7,1.21,AM,DESMATAMENTO_VEG,8
2015/2016,7,273.69,MA,CICATRIZ_DE_QUEIMADA,85
2015/2016,7,643.82,MA,DEGRADACAO,75
2015/2016,7,26.82,MA,DESMATAMENTO_CR,101
2015/2016,7,2.83,MA,DESMATAMENTO_VEG,10
2015/2016,7,9.11,MT,CICATRIZ_DE_QUEIMADA,9
2015/2016,7,16.43,MT,CS_DESORDENADO,7
2015/2016,7,15.85,MT,CS_GEOMETRICO,7
2015/2016,7,73.27,MT,DEGRADACAO,87
2015/2016,7,105.94,MT,DESMATAMENTO_CR,380
2015/2016,7,0.59,MT,DESMATAMENTO_VEG,5
2015/2016,7,37.62,PA,CICATRIZ_DE_QUEIMADA,7
2015/2016,7,7.73,PA,CS_DESORDENADO,3
2015/2016,7,4.83,PA,CS_GEOMETRICO,1
2015/2016,7,1258.23,PA,DEGRADACAO,744
2015/2016,7,142.47,PA,DESMATAMENTO_CR,555
2015/2016,7,9.89,PA,DESMATAMENTO_VEG,59
2015/2016,7,5.25,PA,MINERACAO,41
2015/2016,7,0.2,RO,CICATRIZ_DE_QUEIMADA,1
2015/2016,7,34.8,RO,CS_DESORDENADO,10
2015/2016,7,10.1,RO,CS_GEOMETRICO,2
2015/2016,7,25.41,RO,DEGRADACAO,67
2015/2016,7,190.79,RO,DESMATAMENTO_CR,791
2015/2016,7,1.06,RO,DESMATAMENTO_VEG,5
2015/2016,7,0.08,RO,MINERACAO,1
2015/2016,7,62.57,RR,DEGRADACAO,23
2015/2016,7,3.9,RR,DESMATAMENTO_CR,12
2015/2016,7,23.14,TO,CICATRIZ_DE_QUEIMADA,6
2015/2016,7,7.68,TO,CS_DESORDENADO,1
2015/2016,7,2.08,TO,DEGRADACAO,3
2015/2016,7,5.18,TO,DESMATAMENTO_CR,20
2016/2017,8,1.68,AC,CICATRIZ_DE_QUEIMADA,3
2016/2017,8,23.84,AC,CS_DESORDENADO,9
2016/2017,8,20.59,AC,DEGRADACAO,33
2016/2017,8,28.31,AC,DESMATAMENTO_CR,227
2016/2017,8,0.09,AC,DESMATAMENTO_VEG,1
2016/2017,8,586.56,AM,CICATRIZ_DE_QUEIMADA,164
2016/2017,8,49.33,AM,CS_DESORDENADO,16
2016/2017,8,2.8,AM,CS_GEOMETRICO,3
2016/2017,8,74.48,AM,DEGRADACAO,117
2016/2017,8,155.12,AM,DESMATAMENTO_CR,713
2016/2017,8,0.72,AM,DESMATAMENTO_VEG,5
2016/2017,8,0.11,AM,MINERACAO,1
2016/2017,8,38.86,AP,CICATRIZ_DE_QUEIMADA,12
2016/2017,8,20.97,AP,DEGRADACAO,31
2016/2017,8,2.51,AP,DESMATAMENTO_CR,7
2016/2017,8,0.1,AP,DESMATAMENTO_VEG,1
2016/2017,8,1094.41,MA,CICATRIZ_DE_QUEIMADA,84
2016/2017,8,9.32,MA,DEGRADACAO,7
2016/2017,8,8.89,MA,DESMATAMENTO_CR,12
2016/2017,8,1515.94,MT,CICATRIZ_DE_QUEIMADA,278
2016/2017,8,82.67,MT,CS_DESORDENADO,28
2016/2017,8,53.69,MT,CS_GEOMETRICO,17
2016/2017,8,199.77,MT,DEGRADACAO,181
2016/2017,8,164.48,MT,DESMATAMENTO_CR,619
2016/2017,8,0.14,MT,DESMATAMENTO_VEG,1
2016/2017,8,0.66,MT,MINERACAO,3
2016/2017,8,3282.34,PA,CICATRIZ_DE_QUEIMADA,940
2016/2017,8,114.83,PA,CS_DESORDENADO,24
2016/2017,8,126.8,PA,CS_GEOMETRICO,19
2016/2017,8,1184.59,PA,DEGRADACAO,881
2016/2017,8,449.6,PA,DESMATAMENTO_CR,1984
2016/2017,8,11.15,PA,DESMATAMENTO_VEG,56
2016/2017,8,1.51,PA,MINERACAO,12
2016/2017,8,28.09,RO,CICATRIZ_DE_QUEIMADA,43
2016/2017,8,50.35,RO,CS_DESORDENADO,19
2016/2017,8,35.21,RO,CS_GEOMETRICO,10
2016/2017,8,27.33,RO,DEGRADACAO,99
2016/2017,8,181.24,RO,DESMATAMENTO_CR,923
2016/2017,8,0.13,RO,DESMATAMENTO_VEG,1
2016/2017,8,2522.92,RR,CICATRIZ_DE_QUEIMADA,549
2016/2017,8,133.96,RR,DEGRADACAO,41
2016/2017,8,12.5,RR,DESMATAMENTO_CR,41
2016/2017,8,0.78,RR,DESMATAMENTO_VEG,3
2016/2017,8,214.86,TO,CICATRIZ_DE_QUEIMADA,63
2016/2017,8,2.72,TO,DEGRADACAO,9
2016/2017,8,6.91,TO,DESMATAMENTO_CR,10
2016/2017,9,83.76,AC,CICATRIZ_DE_QUEIMADA,122
2016/2017,9,15.61,AC,CS_DESORDENADO,7
2016/2017,9,24.67,AC,DEGRADACAO,39
2016/2017,9,47.44,AC,DESMATAMENTO_CR,376
2016/2017,9,132,AM,CICATRIZ_DE_QUEIMADA,130
2016/2017,9,29.4,AM,CS_DESORDENADO,8
2016/2017,9,33.28,AM,DEGRADACAO,54
2016/2017,9,114.77,AM,DESMATAMENTO_CR,477
2016/2017,9,0.35,AM,DESMATAMENTO_VEG,4
2016/2017,9,0.17,AM,MINERACAO,2
2016/2017,9,21.02,AP,CICATRIZ_DE_QUEIMADA,12
2016/2017,9,8.99,AP,DEGRADACAO,24
2016/2017,9,2.52,AP,DESMATAMENTO_CR,10
2016/2017,9,0.15,AP,DESMATAMENTO_VEG,2
2016/2017,9,405.17,MA,CICATRIZ_DE_QUEIMADA,151
2016/2017,9,0.17,MA,DEGRADACAO,1
2016/2017,9,3.28,MA,DESMATAMENTO_CR,8
2016/2017,9,2596.25,MT,CICATRIZ_DE_QUEIMADA,932
2016/2017,9,90.24,MT,CS_DESORDENADO,26
2016/2017,9,109.9,MT,CS_GEOMETRICO,33
2016/2017,9,269.89,MT,DEGRADACAO,260
2016/2017,9,178.2,MT,DESMATAMENTO_CR,677
2016/2017,9,0.68,MT,MINERACAO,2
2016/2017,9,618.48,PA,CICATRIZ_DE_QUEIMADA,336
2016/2017,9,2.67,PA,CS_DESORDENADO,2
2016/2017,9,19.04,PA,CS_GEOMETRICO,4
2016/2017,9,94.76,PA,DEGRADACAO,227
2016/2017,9,202.64,PA,DESMATAMENTO_CR,1062
2016/2017,9,0.89,PA,DESMATAMENTO_VEG,7
2016/2017,9,2.12,PA,MINERACAO,23
2016/2017,9,82.77,RO,CICATRIZ_DE_QUEIMADA,103
2016/2017,9,6.39,RO,CS_DESORDENADO,3
2016/2017,9,2.63,RO,CS_GEOMETRICO,2
2016/2017,9,31.59,RO,DEGRADACAO,74
2016/2017,9,131.67,RO,DESMATAMENTO_CR,626
2016/2017,9,27.19,RR,CICATRIZ_DE_QUEIMADA,27
2016/2017,9,8.3,RR,DEGRADACAO,17
2016/2017,9,5.54,RR,DESMATAMENTO_CR,21
2016/2017,9,277.68,TO,CICATRIZ_DE_QUEIMADA,113
2016/2017,9,0.57,TO,DEGRADACAO,1
2016/2017,9,0.73,TO,DESMATAMENTO_CR,2
2016/2017,10,65.05,AC,CICATRIZ_DE_QUEIMADA,156
2016/2017,10,5.75,AC,CS_DESORDENADO,1
2016/2017,10,22.97,AC,DEGRADACAO,57
2016/2017,10,66.55,AC,DESMATAMENTO_CR,569
2016/2017,10,0.07,AC,DESMATAMENTO_VEG,1
2016/2017,10,293.44,AM,CICATRIZ_DE_QUEIMADA,190
2016/2017,10,64.89,AM,CS_DESORDENADO,22
2016/2017,10,7.98,AM,CS_GEOMETRICO,3
2016/2017,10,86.47,AM,DEGRADACAO,131
2016/2017,10,107.52,AM,DESMATAMENTO_CR,508
2016/2017,10,0.18,AM,DESMATAMENTO_VEG,1
2016/2017,10,0.1,AM,MINERACAO,1
2016/2017,10,10.06,AP,CICATRIZ_DE_QUEIMADA,7
2016/2017,10,0.96,AP,DESMATAMENTO_CR,5
2016/2017,10,1589.27,MA,CICATRIZ_DE_QUEIMADA,524
2016/2017,10,28.93,MA,DEGRADACAO,51
2016/2017,10,34.7,MA,DESMATAMENTO_CR,95
2016/2017,10,0.83,MA,DESMATAMENTO_VEG,1
2016/2017,10,785.71,MT,CICATRIZ_DE_QUEIMADA,693
